insert() runtime [ms],get() runtime [ms],memory usage [kB],
0.122,0.017,4.104,
0.123,0.021,4.104,
0.107,0.019,4.104,
0.113,0.016,4.104,
0.109,0.019,4.104,
0.108,0.017,4.104,
0.115,0.022,4.104,
0.112,0.020,4.104,
0.104,0.020,4.104,
0.108,0.017,4.104,
0.099,0.018,4.104,
0.134,0.019,4.104,
0.102,0.016,4.104,
0.094,0.019,4.104,
0.097,0.021,4.104,
0.098,0.020,4.104,
0.093,0.020,4.104,
0.101,0.018,4.104,
0.101,0.016,4.104,
0.104,0.019,4.104,
0.103,0.022,4.104,
0.099,0.017,4.104,
0.114,0.018,4.104,
0.135,0.017,4.104,
0.149,0.016,4.104,
0.156,0.020,4.104,
0.160,0.041,4.104,
0.158,0.020,4.104,
0.146,0.019,4.104,
0.156,0.017,4.104,
0.159,0.022,4.104,
0.157,0.019,4.104,
0.166,0.020,4.104,
0.179,0.022,4.104,
0.172,0.019,4.104,
0.182,0.017,4.104,
0.144,0.014,4.104,
0.131,0.016,4.104,
0.144,0.018,4.104,
0.144,0.016,4.104,
0.108,0.018,4.104,
0.107,0.021,4.104,
0.098,0.020,4.104,
0.108,0.020,4.104,
0.096,0.021,4.104,
0.113,0.020,4.104,
0.105,0.021,4.104,
0.111,0.018,4.104,
0.092,0.018,4.104,
0.148,0.019,4.104,
0.157,0.018,4.104,
0.146,0.016,4.104,
0.148,0.018,4.104,
0.161,0.019,4.104,
0.110,0.022,4.104,
0.126,0.017,4.104,
0.139,0.019,4.104,
0.130,0.019,4.104,
0.124,0.019,4.104,
0.141,0.019,4.104,
0.126,0.015,4.104,
0.125,0.018,4.104,
0.135,0.019,4.104,
0.138,0.020,4.104,
0.144,0.020,4.104,
0.228,0.015,4.104,
0.254,0.020,4.104,
0.189,0.020,4.104,
0.213,0.021,4.104,
0.205,0.023,4.104,
0.149,0.019,4.104,
0.128,0.020,4.104,
0.124,0.016,4.104,
0.127,0.019,4.104,
0.116,0.019,4.104,
0.090,0.026,4.104,
0.101,0.020,4.104,
0.090,0.017,4.104,
0.092,0.017,4.104,
0.099,0.017,4.104,
0.104,0.037,4.104,
0.104,0.019,4.104,
0.097,0.019,4.104,
0.099,0.021,4.104,
0.123,0.019,4.104,
0.140,0.021,4.104,
0.141,0.019,4.104,
0.137,0.021,4.104,
0.139,0.020,4.104,
0.127,0.015,4.104,
0.131,0.017,4.104,
0.141,0.016,4.104,
0.129,0.017,4.104,
0.129,0.021,4.104,
0.123,0.019,4.104,
0.133,0.019,4.104,
0.150,0.021,4.104,
0.143,0.020,4.104,
0.158,0.019,4.104,
0.223,0.020,4.104,
0.183,0.017,4.104,
0.156,0.015,4.104,
0.115,0.019,4.104,
0.096,0.018,4.104,
0.098,0.020,4.104,
0.101,0.016,4.104,
0.099,0.018,4.104,
0.097,0.018,4.104,
0.097,0.018,4.104,
0.101,0.022,4.104,
0.106,0.019,4.104,
0.101,0.020,4.104,
0.095,0.020,4.104,
0.096,0.017,4.104,
0.095,0.017,4.104,
0.097,0.018,4.104,
